Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S02363,12.1,46.2,80.6,No,Doctorate,No
S02364,9.7,92,76.1,Yes,Master,Yes
S02365,5.1,61.5,64.2,No,High School,No
S02366,15.6,76.3,65.2,Yes,Bachelor,No
S02367,21.6,62.5,68.4,Yes,High School,No
S02368,11,55.5,58.2,Yes,High School,No
S02369,2.3,81.8,59.9,Yes,High School,No
S02370,10,56.8,56,No,Associate,No
S02371,7.1,100,73.4,No,Associate,Yes
S02372,14.6,83.2,38,No,Master,No
S02373,2.3,77.7,56.9,No,Doctorate,No
S02374,17.9,100,87.9,Yes,Bachelor,Yes
S02375,12.9,47.1,73.3,Yes,Doctorate,No
S02376,17,70.5,87.3,Yes,Bachelor,Yes
S02377,3.3,93.4,64.5,No,Master,No
S02378,12.5,100,36.3,Yes,Associate,No
S02379,19,79.7,71.9,Yes,Associate,Yes
S02380,13.5,77.3,67.9,No,Master,No
S02381,8.8,88.9,31,No,Bachelor,No
S02382,4.9,73.8,67,Yes,Master,No
S02383,5.2,59.3,69.7,No,Doctorate,No
S02384,18.1,100,57,Yes,Doctorate,No
S02385,18,89.6,71.1,No,Master,Yes
S02386,13.4,100,51.7,No,Doctorate,No
S02387,9.3,48.1,72.7,Yes,Doctorate,No
S02388,7.4,87.2,75.5,No,Master,Yes
S02389,8.3,75.5,78.8,Yes,Master,Yes
S02390,12.1,100,70.7,Yes,Master,Yes
S02391,10.4,56.8,59.8,No,Associate,No
S02392,7,60,73.8,No,Associate,No
S02393,12.3,100,92.2,Yes,Doctorate,Yes
S02394,5.1,77.5,61.3,Yes,Bachelor,No
S02395,1.6,67.2,66.9,Yes,Master,No
S02396,3.2,81.7,73,No,High School,Yes
S02397,6.5,63.5,53.5,No,Doctorate,No
S02398,19.8,42.4,63.2,No,High School,No
S02399,7.4,74,65.7,No,Doctorate,No
S02400,10.9,73.4,49.6,Yes,Bachelor,No
S02401,12,62.1,55.9,Yes,Associate,No
S02402,10.7,100,83.8,No,Associate,Yes
S02403,4,100,73.9,No,High School,Yes
S02404,17.3,67.8,59.3,No,Master,No
S02405,1.6,51.9,75.6,Yes,Bachelor,No
S02406,4.9,65.1,54.6,No,Bachelor,No
S02407,6.4,48.3,66.8,No,Bachelor,No
S02408,20.8,61.3,59.9,No,Associate,No
S02409,16,84,58.7,No,Master,No
S02410,11.1,61.7,59.7,Yes,Bachelor,No
S02411,15.1,67,60.6,Yes,Doctorate,No
S02412,5.9,80.6,52.4,Yes,High School,No
S02413,10.4,87.3,81.1,No,Doctorate,Yes
S02414,2.1,89.5,60.6,No,High School,No
S02415,6,74.2,83.7,No,Bachelor,Yes
S02416,9.6,68.6,71.9,No,High School,Yes
S02417,9.6,100,89,Yes,Doctorate,Yes
S02418,19.9,61.8,75.5,No,Master,No
S02419,3.1,69.6,72.3,No,Bachelor,Yes
S02420,12.5,66.8,59.6,No,Associate,No
S02421,17.4,83,50.3,No,Doctorate,No
S02422,21.4,100,46.9,No,Master,No
S02423,8,79.9,64.6,Yes,Doctorate,No
S02424,12.8,78.8,49.3,Yes,Bachelor,No
S02425,11,48.7,63.1,No,Master,No
S02426,9.5,71.2,40.1,No,Master,No
S02427,13.4,99.6,99,No,High School,Yes
S02428,10.6,95.3,71.9,No,Bachelor,Yes
S02429,8.9,60.8,88.2,No,Master,No
S02430,20.2,100,39,Yes,Doctorate,No
S02431,8,81.6,59.2,No,Associate,No
S02432,5.8,40.7,74.4,Yes,Bachelor,No
S02433,7.2,93.7,88.1,Yes,Master,Yes
S02434,9.3,61.2,60.4,Yes,Bachelor,No
S02435,7.3,50.7,46.4,No,High School,No
S02436,7,68.4,38.1,Yes,Doctorate,No
S02437,9.6,100,69.9,No,High School,No
S02438,12.1,100,44.7,Yes,Master,No
S02439,12.1,85.3,82.1,No,Master,Yes
S02440,1.1,43.1,31.9,Yes,High School,No
S02441,15.3,50.9,53.2,Yes,Master,No
S02442,16.9,58.9,54.9,No,High School,No
S02443,12.2,88.2,51.8,Yes,High School,No
S02444,15.5,100,81.9,No,High School,Yes
S02445,16.7,57.1,46.6,Yes,Doctorate,No
S02446,12.6,51.4,54.6,No,Bachelor,No
S02447,9.5,69.9,62.8,Yes,High School,No
S02448,14.4,75.4,73.4,No,Bachelor,Yes
S02449,12.9,93,44.2,Yes,Doctorate,No
S02450,3.6,82.9,74.1,Yes,High School,Yes
S02451,3.6,73.8,66.3,No,Master,No
S02452,11.5,75.8,76.3,No,Associate,Yes
S02453,10.7,76.7,64.8,No,High School,No
S02454,10.7,61.5,73,No,Bachelor,No
S02455,13.5,77.8,73.4,No,Associate,Yes
S02456,4.3,65,86.4,Yes,Associate,Yes
S02457,9.4,85.5,38.2,No,Master,No
S02458,6,76.4,34.6,No,Doctorate,No
S02459,8.1,75.3,84.5,Yes,Master,Yes
S02460,7.9,94.7,78.5,No,Bachelor,Yes
S02461,7.6,46.9,86.4,Yes,Associate,No
S02462,3.7,100,63.4,Yes,Master,No
S02463,7.2,100,100,Yes,Associate,Yes
S02464,15.4,45.6,76,No,Associate,No
S02465,8.1,63,67.5,No,High School,No
S02466,18.5,100,99.1,Yes,Master,Yes
S02467,19.5,76.5,53.6,No,Master,No
S02468,10.8,81.4,61.7,Yes,Bachelor,No
S02469,15.1,82,65,Yes,Bachelor,No
S02470,10.9,68.4,74.4,No,High School,Yes
S02471,3.3,71.2,68.7,Yes,High School,No
S02472,7.9,72.9,45.7,Yes,Bachelor,No
S02473,10.7,87.5,66.1,No,Doctorate,No
S02474,7.7,56.7,63.4,Yes,Bachelor,No
S02475,9.5,82.1,77.6,No,Master,Yes
S02476,10.3,77.3,52.4,Yes,Associate,No
S02477,4.7,64.1,93.9,No,Master,No
S02478,6.4,85.1,42.5,Yes,Bachelor,No
S02479,3.6,100,54.3,No,Bachelor,No
S02480,14.9,64.1,61.7,Yes,Associate,No
S02481,15.8,79,39.1,No,Master,No
S02482,16.9,67.3,98.2,Yes,Bachelor,Yes
S02483,8.5,75.1,38,No,Bachelor,No
S02484,8.2,71.6,58.8,No,High School,No
S02485,4.9,72.6,31.7,Yes,Master,No
S02486,17.7,72.1,62.7,No,Master,No
S02487,13.3,45.2,82.6,Yes,Master,No
S02488,5.4,68.6,44.1,No,Bachelor,No
S02489,2,67.9,86.4,No,Associate,Yes
S02490,12.5,76.7,43.1,No,High School,No
S02491,7.3,99.2,94.4,No,Master,Yes
S02492,12.6,67,79.3,No,Associate,Yes
S02493,19.7,46.5,88.9,No,Master,No
S02494,14.1,85.6,61,Yes,Doctorate,No
S02495,9.1,56.2,64.4,No,Doctorate,No
S02496,15.9,93.8,59.1,Yes,Associate,No
S02497,6.9,41.3,61.8,Yes,Doctorate,No
S02498,10.3,68.7,79.5,No,High School,Yes
S02499,7.5,86.2,47.4,No,Bachelor,No
S02500,3.1,94.8,75.7,No,Associate,Yes
S02501,11.6,57.5,44,Yes,High School,No
S02502,12.5,100,50.7,No,Bachelor,No
S02503,16.1,81.6,74.6,No,Master,Yes
S02504,5.6,93.2,60.4,Yes,Master,No
S02505,18.6,55.8,59.3,Yes,High School,No
S02506,1.3,93,61.5,Yes,Master,No
S02507,12.2,87.8,72.3,No,Doctorate,Yes
S02508,12.4,100,77.7,Yes,Bachelor,Yes
S02509,6,100,98.2,Yes,Doctorate,Yes
S02510,12.1,76.3,91.1,Yes,Doctorate,Yes
S02511,16.4,90.1,73.7,No,Master,Yes
S02512,12.5,77.9,56.9,Yes,High School,No
S02513,5.2,70.5,85.6,Yes,Master,Yes
S02514,18.1,39.1,82.3,Yes,Master,No
S02515,7.1,72.3,69.3,Yes,High School,No
S02516,20.3,77.2,75.9,No,High School,Yes
S02517,0.8,71,82.8,No,High School,Yes
S02518,4.7,64.2,68.6,No,Doctorate,No
S02519,17.5,56.6,79.3,Yes,Associate,No
S02520,19.3,91.4,80.9,Yes,Associate,Yes
S02521,9.5,44.3,60.6,No,Associate,No
S02522,20.5,93.1,90.4,Yes,High School,Yes
S02523,18,79.2,75.7,Yes,Master,Yes
S02524,13.4,75.9,73.4,No,High School,Yes
S02525,5.9,79.1,56.9,Yes,Associate,No
S02526,9.8,100,34.2,Yes,Master,No
S02527,9.2,76.1,72.2,Yes,High School,Yes
S02528,11.7,80.9,72.3,No,Bachelor,Yes
S02529,17.3,100,75.3,No,Master,Yes
S02530,14.4,73.7,65,Yes,Doctorate,No
S02531,16.9,32.9,69,No,Bachelor,No
S02532,11.6,51.8,83.9,Yes,Bachelor,No
S02533,13.4,61.6,73.2,No,Doctorate,No
S02534,4.4,100,62.3,No,Associate,No
S02535,9.8,63.2,55.3,No,Bachelor,No
S02536,11.7,100,87.5,Yes,Associate,Yes
S02537,22.6,66.9,68.3,No,Bachelor,No
S02538,0.8,92.4,58.8,No,High School,No
S02539,9.8,81.8,50.6,No,Doctorate,No
S02540,13.2,61.8,59.7,No,High School,No
S02541,10.6,83.5,65.2,Yes,High School,No
S02542,9.4,65.5,48.2,No,High School,No
S02543,3.5,77.5,74.6,No,Associate,Yes
S02544,11.2,47.4,52.3,Yes,Master,No
S02545,6.2,39.7,43.1,No,Master,No
S02546,16,81.4,57.8,No,High School,No
S02547,14.8,52.4,73.2,No,Master,No
S02548,11.1,75.9,61.4,No,High School,No
S02549,15.4,88,70,No,Associate,Yes
S02550,11.1,93.9,63.9,No,Associate,No
S02551,14.5,100,33,Yes,Bachelor,No
S02552,8.5,87.1,70.7,Yes,High School,Yes
S02553,16.6,69.1,64.7,No,Doctorate,No
S02554,11.6,78.8,41.4,Yes,Bachelor,No
S02555,11,100,90.4,No,Master,Yes
S02556,3.6,94.7,74,No,Associate,Yes
S02557,11.4,76.4,40,Yes,Doctorate,No
S02558,5.8,72,72.9,Yes,Bachelor,Yes
S02559,6.8,63,100,Yes,Bachelor,No
S02560,5.9,51.3,65.1,No,High School,No
S02561,4.7,100,75.4,Yes,Master,Yes
S02562,20.6,84.6,56.5,Yes,Bachelor,No
S02563,19.6,72.5,88.5,Yes,Master,Yes
S02564,3.9,100,74.5,No,High School,Yes
S02565,5.4,88.2,63.9,No,Associate,No
S02566,8,63,63.3,No,Associate,No
S02567,15.3,84.2,91.7,Yes,Bachelor,Yes
S02568,13,52.5,61.5,Yes,High School,No
S02569,2.6,72.6,38,Yes,High School,No
S02570,16.3,89.8,82.9,No,Bachelor,Yes
S02571,15.7,66.4,47.4,Yes,Bachelor,No
S02572,5.1,86.3,55.3,Yes,Master,No
S02573,15,98.3,46.4,Yes,High School,No
S02574,11.7,64.9,43.6,No,Bachelor,No
S02575,8.9,100,79.6,No,Doctorate,Yes
S02576,6.4,80.4,43.1,No,High School,No
S02577,20.2,71.4,42.2,No,Bachelor,No
S02578,10,63.9,81.6,No,High School,No
S02579,13.9,100,59.6,No,Master,No
S02580,6.1,46.2,78.8,Yes,Bachelor,No
S02581,3.3,77.2,67.9,No,Bachelor,No
S02582,7.9,77.7,84.1,Yes,Doctorate,Yes
S02583,10.2,56.7,45.7,Yes,High School,No
S02584,10.6,44.7,60.4,Yes,Master,No
S02585,12,59.8,92.7,No,Associate,No
S02586,13.5,67.7,94.3,Yes,Bachelor,Yes
S02587,13.7,88.8,47.1,Yes,Bachelor,No
S02588,5.1,72.4,66.1,No,High School,No
S02589,14.5,85.3,75.4,Yes,Associate,Yes
S02590,11.8,47.3,51.5,Yes,Associate,No
S02591,0.1,64.3,46.2,Yes,Doctorate,No
S02592,19.5,36.9,58,Yes,Doctorate,No
S02593,5.3,69,75.1,No,Doctorate,Yes
S02594,13.8,37.5,62.2,Yes,High School,No
S02595,2.3,59.9,54.6,Yes,Master,No
S02596,6.8,100,66.4,Yes,High School,No
S02597,13,78.4,59.1,No,Master,No
S02598,6.8,63.5,81.7,Yes,Bachelor,No
S02599,8.8,79.2,66.6,Yes,Associate,No
S02600,13.7,63.5,45.9,Yes,High School,No
S02601,8.3,64.5,96.3,No,Associate,No
S02602,11.9,45.2,61,Yes,High School,No
S02603,9.4,69.1,53,Yes,Master,No
S02604,12.3,71.5,60.5,Yes,Associate,No
S02605,7.5,98.9,63.5,Yes,Master,No
S02606,5.1,84.7,55.5,Yes,High School,No
S02607,9.8,76.7,58.2,Yes,Master,No
S02608,4.4,60.5,61.2,Yes,Master,No
S02609,11.3,59.7,97.2,No,Doctorate,No
S02610,11.1,100,80.7,No,Bachelor,Yes
S02611,7.8,77.9,74.9,Yes,Doctorate,Yes
S02612,12.2,89.6,84.9,No,Bachelor,Yes
S02613,5.9,90.6,73.9,No,Doctorate,Yes
S02614,10.7,60.2,57.4,No,Master,No
S02615,11.8,75.6,73.9,No,Associate,Yes
S02616,10,74.1,54.6,Yes,High School,No
S02617,10.8,67.6,68.9,Yes,Doctorate,No
S02618,21.1,91.3,40.6,Yes,Master,No
S02619,8.2,97.1,58.8,No,Master,No
S02620,6.4,55.8,70.5,Yes,Associate,No
S02621,11.9,51.1,88.5,Yes,Doctorate,No
S02622,11.6,59.1,55.4,Yes,Associate,No
S02623,16,76,49.8,No,Doctorate,No
S02624,3.7,82.1,76.8,No,Associate,Yes
S02625,13.7,90.8,68.3,Yes,Associate,No
S02626,13,94.4,66.1,No,Doctorate,No
S02627,9.3,82.2,42.7,No,High School,No
S02628,11.7,79.6,81.3,No,Doctorate,Yes
S02629,15.1,100,33.4,No,Master,No
S02630,4.3,86.8,83.4,No,Bachelor,Yes
S02631,9.7,71.5,61.3,No,Master,No
S02632,10.4,71.7,49.4,No,Master,No
S02633,10.4,100,56.4,No,Associate,No
S02634,9.2,73.2,97.9,No,Associate,Yes
S02635,9.6,60.3,71.8,No,Master,No
S02636,4.4,83.5,52.5,Yes,Bachelor,No
S02637,10.9,81.6,40.6,Yes,High School,No
S02638,16.1,78.6,64.3,Yes,Associate,No
S02639,22.4,54.4,52.3,No,Associate,No
S02640,11.3,57.6,58.6,No,Master,No
S02641,16.4,54.9,78.6,No,Associate,No
S02642,9.2,84.1,64.5,Yes,High School,No
S02643,12.7,100,62.5,No,Bachelor,No
S02644,14.2,64.8,62.4,No,Associate,No
S02645,16.1,67.3,50.1,Yes,Bachelor,No
S02646,15.3,63.3,58.5,Yes,High School,No
S02647,14.4,92.2,66.2,No,Doctorate,No
S02648,8.4,83.5,47.6,No,Doctorate,No
S02649,7.1,74.7,49.1,Yes,Associate,No
S02650,11.7,50.7,83.2,No,Bachelor,No
S02651,14.7,55.6,72.5,Yes,Doctorate,No
S02652,8.9,78.5,69.5,No,Associate,No
S02653,15.3,79.5,56.8,No,Doctorate,No
S02654,5.4,88.3,29,No,Master,No
S02655,5.8,50.5,46.9,Yes,Doctorate,No
S02656,11.5,80,54.9,No,Associate,No
S02657,16.8,62.9,70.4,Yes,Bachelor,No
S02658,12.1,88.9,53.7,No,Bachelor,No
S02659,10.2,52.2,55.7,Yes,Bachelor,No
S02660,2.8,100,59.6,No,Master,No
S02661,3.4,86.1,67.3,No,Doctorate,No
S02662,11.4,73.9,40.5,Yes,Master,No
S02663,15.1,90.8,64.6,Yes,Doctorate,No
S02664,9.2,66.8,66.6,No,Associate,No
S02665,21.5,100,64.2,No,Bachelor,No
S02666,9.5,77.7,75.2,No,Master,Yes
S02667,15,59.8,83.4,No,Master,No
S02668,18.5,80.2,51.5,Yes,Doctorate,No
S02669,1.8,86.6,75.2,Yes,High School,Yes
S02670,1.1,100,55.6,No,Associate,No
S02671,6.9,56.3,31,Yes,High School,No
S02672,15.3,62.7,87.3,Yes,High School,No
S02673,4,74.7,43.1,Yes,Associate,No
S02674,14.3,100,61.7,Yes,High School,No
S02675,5.9,66,82.2,Yes,High School,Yes
S02676,10.7,70.2,61.2,Yes,Master,No
S02677,9.4,55.6,76.1,Yes,Master,No
S02678,7.7,79.7,71.2,No,Bachelor,Yes
S02679,9.2,77.7,64.5,No,Associate,No
S02680,8.1,80.2,60.3,Yes,High School,No
S02681,6.4,73.3,76.3,No,Master,Yes
S02682,11.6,39,61.5,No,Doctorate,No
S02683,10.8,55.8,61.5,Yes,Doctorate,No
S02684,5,68.2,33.7,No,Associate,No
S02685,17.1,65.9,72.5,Yes,Master,Yes
S02686,2.6,92.7,55.7,Yes,Bachelor,No
S02687,7.1,76.7,40.6,No,Doctorate,No
S02688,11.6,53.3,79.2,No,Bachelor,No
S02689,16.3,62.9,69.2,No,High School,No
S02690,7.8,90.1,61.6,No,Associate,No
S02691,6.5,79,68.7,Yes,Master,No
S02692,0.2,98.9,49.2,Yes,Doctorate,No
S02693,10.5,91.9,80.5,No,Master,Yes
S02694,9.9,100,59.9,Yes,Doctorate,No
S02695,11.6,39.3,66.1,No,High School,No
S02696,9.9,75.6,72.2,No,High School,Yes
S02697,14.1,69.8,53.3,Yes,Bachelor,No
S02698,10.1,56.2,59.4,No,Bachelor,No
S02699,16.5,51.6,76.7,Yes,High School,No
S02700,13.3,76.9,54.6,No,Master,No
S02701,7.2,48,49,No,Doctorate,No
S02702,6.1,89.9,65.2,Yes,Bachelor,No
S02703,6.2,78.9,57.8,Yes,High School,No
S02704,1.1,69.9,60,No,Associate,No
S02705,12.4,76.4,38.7,Yes,Bachelor,No
S02706,3.9,57.1,68.6,Yes,Associate,No
S02707,9.6,59.3,62.6,No,Associate,No
S02708,9.2,50.8,53.8,No,Doctorate,No
S02709,8.4,94.4,78.6,Yes,Doctorate,Yes
S02710,4.8,71.5,59.4,Yes,Doctorate,No
S02711,4.1,91.5,50.3,Yes,High School,No
S02712,7.2,75.2,59.9,Yes,Doctorate,No
S02713,11.6,78.3,60.6,Yes,High School,No
S02714,5.6,100,56.9,No,Bachelor,No
S02715,10.9,78.7,69.7,No,Bachelor,No
S02716,16.5,97.2,63.7,No,Associate,No
S02717,12.9,95.9,78.3,No,Master,Yes
S02718,11.3,73.5,59.7,Yes,High School,No
S02719,10,100,59,Yes,High School,No
S02720,8.4,56.2,48.8,Yes,Doctorate,No
S02721,9.2,60.5,61.5,No,Bachelor,No
S02722,3.9,66.6,39,No,Associate,No
S02723,10.8,91.1,71.2,No,Doctorate,Yes
S02724,5.5,100,82,No,High School,Yes
S02725,12.6,81.3,61,Yes,Bachelor,No
S02726,10.2,100,43,Yes,Associate,No
S02727,0.2,92,37.9,Yes,Master,No
S02728,13.3,69.1,63.6,No,Master,No
S02729,14.1,78.9,49.8,Yes,Master,No
S02730,5,85.5,61.9,No,Associate,No
S02731,5.7,22.8,87,No,High School,No
S02732,10.5,58.3,77.5,No,Associate,No
S02733,8.1,40.9,79,Yes,Doctorate,No
S02734,9.4,92.6,66.8,Yes,Associate,No
S02735,8,51.3,69.8,No,Associate,No
S02736,4.1,85.9,82.7,No,Bachelor,Yes
S02737,8,90.3,53.4,Yes,Associate,No
S02738,11.3,89,79.3,No,High School,Yes
S02739,9.8,37.6,59.1,No,Master,No
S02740,6.6,83.4,47.5,Yes,High School,No
S02741,15.9,91.1,51.1,No,Doctorate,No
S02742,4.1,100,85.1,No,Bachelor,Yes
S02743,12.4,90.9,63.1,Yes,High School,No
S02744,15.9,51.3,60.4,No,High School,No
S02745,9,44.9,53.3,Yes,Doctorate,No
S02746,7.4,73.7,59.1,No,Associate,No
S02747,15.2,64.9,65.5,Yes,Doctorate,No
S02748,2.9,75.2,64.2,No,Doctorate,No
S02749,5.1,44.8,70.1,Yes,Doctorate,No
S02750,8,47.1,73.2,No,High School,No
S02751,16.2,66,52.6,Yes,Doctorate,No
S02752,11.9,70.5,36.9,No,Doctorate,No
S02753,5.2,66.5,71,No,High School,Yes
S02754,6.9,83.5,69.8,Yes,Master,No
S02755,6.5,82.9,76,Yes,High School,Yes
S02756,3.1,47.2,63,Yes,Associate,No
S02757,18,74.9,95.1,No,Bachelor,Yes
S02758,14.1,100,44.1,No,Master,No
S02759,15.5,79.5,86.8,Yes,Master,Yes
S02760,7.7,97.3,53.5,Yes,Associate,No
S02761,9.3,99.8,65.5,No,Master,No
S02762,2.8,86.2,67.4,Yes,Associate,No
S02763,12.5,55.2,48.5,No,High School,No
S02764,4.5,67.8,32.8,Yes,Doctorate,No
S02765,8.2,81.6,63.8,No,Master,No
S02766,9.2,46.7,73.6,No,Bachelor,No
S02767,13,83.1,43.6,No,Bachelor,No
S02768,6.4,61,35.5,Yes,High School,No
S02769,9,56.7,84.7,No,Bachelor,No
S02770,6.1,69.6,36.4,Yes,Bachelor,No
S02771,10,27.4,57.4,No,Doctorate,No
S02772,8.9,60.1,53.9,No,Master,No
S02773,8.1,94.1,82,No,Doctorate,Yes
S02774,6.4,81.5,59.6,Yes,High School,No
S02775,11.6,83.4,62.3,No,Associate,No
S02776,10.7,66.7,90.1,No,Master,Yes
S02777,15,72.7,78.6,No,Doctorate,Yes
S02778,4.5,94.1,67.9,Yes,Doctorate,No
S02779,2.6,63.3,51.4,Yes,High School,No
S02780,16,100,59.4,Yes,High School,No
S02781,14.8,67.8,45.8,Yes,Bachelor,No
S02782,2.3,70.9,65.2,No,Doctorate,No
S02783,11.5,56.9,77.8,Yes,High School,No
S02784,10.9,66.4,50.2,No,Doctorate,No
S02785,5.5,94.1,26.1,No,Associate,No
S02786,9.7,80.8,71.2,Yes,Doctorate,Yes
S02787,12.7,93.5,54.7,No,Doctorate,No
S02788,10.7,59.8,87,Yes,Doctorate,No
S02789,14.2,66.3,71.8,No,Associate,Yes
S02790,13.5,76.4,70.7,No,Associate,Yes
S02791,0.5,61.2,85.7,No,Doctorate,No
S02792,8,94.1,61.7,Yes,Doctorate,No
S02793,17,81.3,89.1,Yes,Associate,Yes
S02794,13.6,32.1,20.8,No,Doctorate,No
S02795,12.1,99.1,61,Yes,High School,No
S02796,11.9,78.7,76.3,No,Bachelor,Yes
S02797,18.3,62.3,62.6,No,High School,No
S02798,5.3,57.2,78.8,No,High School,No
S02799,18.1,35,72.2,Yes,Master,No
S02800,8.4,58.6,44.9,Yes,High School,No
S02801,16.6,43,55.3,Yes,Bachelor,No
S02802,3,73.8,48.9,Yes,Master,No
S02803,12.9,52,37.1,No,Associate,No
S02804,6.3,89.6,55.2,No,Associate,No
S02805,2.9,41.7,87.3,No,High School,No
S02806,15,91.7,71.4,No,Bachelor,Yes
S02807,5.8,53.7,46.8,No,Associate,No
S02808,2.5,73.1,35.7,Yes,Master,No
S02809,9.5,57.9,73.5,No,High School,No
S02810,9.6,86.6,80.1,Yes,Associate,Yes
S02811,12.7,100,67.4,No,Doctorate,No
S02812,14.7,98.6,76.4,No,Master,Yes
S02813,9.7,61.2,60,No,Doctorate,No
S02814,11.1,100,54.2,Yes,Doctorate,No
S02815,8.3,85.5,70.8,No,Associate,Yes
S02816,8.7,88,74.1,Yes,Master,Yes
S02817,12.3,50.8,72.7,No,Associate,No
S02818,4.1,59.7,54.6,Yes,Doctorate,No
S02819,10.9,57,91.9,Yes,Associate,No
S02820,13.4,68,86.2,No,Associate,Yes
S02821,17.6,77,69.4,Yes,Bachelor,No
S02822,14.4,72.8,53.6,No,Master,No
S02823,13.8,79.3,68.7,No,Associate,No
S02824,10.3,88.3,46.8,No,Associate,No
S02825,11.9,66.7,71.1,Yes,High School,Yes
S02826,16.2,89.8,33,Yes,Bachelor,No
S02827,3.3,97.8,48.8,No,Master,No
S02828,11.9,93.9,70.5,No,Master,Yes
S02829,7,87.4,50.5,Yes,Associate,No
S02830,14.6,100,59,Yes,Associate,No
S02831,12.7,72,98,Yes,Master,Yes
S02832,12.1,66.4,66.9,No,Doctorate,No
S02833,8.6,98,71.3,No,Doctorate,Yes
S02834,3.6,55.3,37.1,No,Associate,No
S02835,12.6,100,86.1,No,Doctorate,Yes
S02836,5.8,100,87.8,No,Master,Yes
S02837,20.9,76.8,68.2,Yes,Doctorate,No
S02838,12.9,99,74.2,No,Associate,Yes
S02839,7.1,88.2,55,No,High School,No
S02840,6.9,49.2,60.9,Yes,Bachelor,No
S02841,8.8,80.7,58,No,Master,No
S02842,15.6,78.2,92.5,Yes,Doctorate,Yes
S02843,13.8,89.9,73.1,No,Associate,Yes
S02844,7,38.5,65.2,Yes,Bachelor,No
S02845,11.6,67.5,57.8,No,Associate,No
S02846,0.6,93.5,69.5,No,Bachelor,No
S02847,20.1,70.7,72,No,High School,Yes
S02848,16.5,84.2,64.5,No,High School,No
S02849,8,75.1,82.7,No,Master,Yes
S02850,4.5,72.2,64.7,Yes,High School,No
S02851,11.7,61.9,62.7,No,Doctorate,No
S02852,10.4,91.8,48.1,No,High School,No
S02853,11.8,49.9,61.9,No,Doctorate,No
S02854,12.5,97.9,28.1,No,High School,No
S02855,17.2,59.7,72.7,No,Bachelor,No
S02856,12.8,43.9,78.7,No,Bachelor,No
S02857,4.8,32.7,98,No,Bachelor,No
S02858,16.8,88.3,51.1,Yes,Bachelor,No
S02859,25.8,68.1,71.8,No,Master,Yes
S02860,4.4,49.6,64.2,No,Doctorate,No
S02861,11.2,72.1,53.8,Yes,Master,No
S02862,12.8,49.6,66.1,Yes,Doctorate,No
S02863,7.3,96.2,83.5,Yes,Associate,Yes
S02864,19.6,41.1,65.1,No,High School,No
S02865,6.1,52.3,64.1,No,High School,No
S02866,1.6,77.2,70.8,Yes,Bachelor,Yes
S02867,7.6,94,76.3,No,Doctorate,Yes
S02868,13.8,94.8,46.4,No,Bachelor,No
S02869,10.1,78.6,55.6,No,High School,No
S02870,8.4,98.7,48.8,Yes,Master,No
S02871,11.8,93.6,56.9,No,Doctorate,No
S02872,5.7,87.3,60.6,Yes,Doctorate,No
S02873,9.8,100,50,Yes,Associate,No
S02874,10.1,81.8,78.4,Yes,Associate,Yes
S02875,12.4,74.6,59.1,Yes,Doctorate,No
S02876,3.2,89.5,54.1,No,Bachelor,No
S02877,6.9,72.4,41.7,Yes,Associate,No
S02878,7.6,93.2,69.3,Yes,High School,No
S02879,13.2,92.2,74.9,No,Associate,Yes
S02880,3,60,71.3,No,High School,No
S02881,11,50.8,77.6,No,Associate,No
S02882,9.6,55.8,74.1,Yes,High School,No
S02883,7.1,78.4,60.3,No,Doctorate,No
S02884,7.6,24.8,59,No,Bachelor,No
S02885,13.5,100,95.7,Yes,Bachelor,Yes
S02886,7.4,75.3,81.4,No,High School,Yes
S02887,9.6,100,54.5,Yes,High School,No
S02888,20.8,100,70,No,Doctorate,Yes
S02889,2.9,71.9,70.9,No,Master,Yes
S02890,13.9,53.8,91.3,Yes,Associate,No
S02891,6.6,83.7,63.4,Yes,Master,No
S02892,8.4,65.5,63.8,No,Bachelor,No
S02893,6.1,88.9,77.3,Yes,Master,Yes
S02894,8.7,92.7,50.8,Yes,Master,No
S02895,14,85.9,87,Yes,High School,Yes
S02896,2.9,78.8,52.9,Yes,Doctorate,No
S02897,4.2,100,67.6,No,Master,No
S02898,6,100,85,Yes,Associate,Yes
S02899,8.9,100,89.9,Yes,High School,Yes
S02900,9.9,96.5,84.1,No,Associate,Yes
S02901,6.6,77.3,70.4,Yes,Master,Yes
S02902,11,82.4,52.3,No,Associate,No
S02903,1.9,100,84,Yes,Associate,Yes
S02904,11.5,66.7,46.8,Yes,High School,No
S02905,14.7,100,56.1,No,Doctorate,No
S02906,7.9,53.3,45,Yes,Doctorate,No
S02907,13.5,39.8,48.9,No,Doctorate,No
S02908,24.1,86.9,84,Yes,High School,Yes
S02909,9.5,100,66.4,Yes,Doctorate,No
S02910,12.3,83.7,85,Yes,High School,Yes
S02911,11,74.8,74.1,Yes,Doctorate,Yes
S02912,11,76.5,52.7,Yes,Bachelor,No
S02913,17.3,60.2,66.5,No,Associate,No
S02914,12.2,81.2,64.5,Yes,High School,No
S02915,13.7,72.8,39.4,No,Bachelor,No
S02916,5.2,90.6,59.2,No,Master,No
S02917,6.8,70.4,55.9,No,Bachelor,No
S02918,10.9,73.5,61.6,Yes,Master,No
S02919,12.9,65.6,96.7,No,Bachelor,Yes
